a,b,c
-5.05245,3.17185e-06,-25.2623
-0.842274,-5.91381,-11.6901
-3.4264,6.99914,-10.6206
3.71867,-8.66388,-65.6119
3.51671,-1.68867,-53.5762
0.696392,6.87791,-37.4648
-0.50693,8.44558,-32.2443
