a,b,c
-1.59519,-4.6228,45.8586
1.63381,-10.415,-25.7741
-3.37543,6.30732,27.8735
4.58067,-7.93396,-118.782
2.20156,1.75254,-89.0267
-0.554224,9.23352,-84.201
