a,b,c
-1.29127,-3.80597,37.2991
2.39248,-9.96589,-45.5527
-3.43514,6.56063,27.2689
5.39275,-9.3405,-139.841
2.84775,0.831002,-102.959
-0.512766,8.54281,-77.9025
