a,b,c
-1.12717,-5.42887,-9.62332
0.580063,-9.664,-38.8639
-4.29896,7.44601,-9.96383
3.91512,-9.37333,-69.5285
3.48688,-2.83914,-51.5133
0.163566,5.9712,-27.0631
-0.703669,7.40884,-25.4345
