a,b,c
-4.05439,6.9091e-06,-20.2719
-0.430914,-6.48346,-14.3581
-1.81569,6.50639,-12.6689
3.59292,-6.83031,-60.6369
3.95497,0.906729,-64.1273
2.00798,8.85708,-62.0094
-0.33534,10.0245,-40.0162
