x,y,theta
0,0,0
1.72413793103448,0.00389105456744598,0.0022568078176669
3.44827586206897,0.0295020040076741,0.0148532582738749
5.17241379310345,0.0942380166025796,0.0375292580717818
6.89655172413793,0.211116403084,0.0676859093757711
8.62068965517241,0.389117645237718,0.102876246395529
10.3448275862069,0.633536424507471,0.140824524845951
12.0689655172414,0.946332650598949,0.179469786219774
13.7931034482759,1.32648249008381,0.217014686053865
15.5172413793103,1.77032939500366,0.25196041691327
17.2413793103448,2.27193513147411,0.28311628643824
18.9655172413793,2.8234308082887,0.309582740856117
20.6896551724138,3.41536790552299,0.330714612550703
22.4137931034483,4.0370693031385,0.346074968721352
24.1379310344828,4.67698030958674,0.355389642332439
25.8620689655172,5.32301969041324,0.358510121757218
27.5862068965517,5.96293069686149,0.35538964233244
29.3103448275862,6.584632094477,0.346074968721355
31.0344827586207,7.17656919171129,0.330714612550701
32.7586206896552,7.72806486852589,0.30958274085612
34.4827586206897,8.22967060499633,0.283116286438238
36.2068965517241,8.67351750991619,0.251960416913271
37.9310344827586,9.05366734940105,0.217014686053868
39.6551724137931,9.36646357549253,0.179469786219774
41.3793103448276,9.61088235476228,0.140824524845949
43.1034482758621,9.788883596916,0.10287624639553
44.8275862068965,9.9057619833974,0.0676859093757591
46.551724137931,9.97049799599233,0.0375292580717946
48.2758620689655,9.99610894543253,0.0148532582738625
50,9.99999999999999,0.00225680781767566
