x,y,theta
0.416803,0.000970739,0.00533148
0.416803,0.000970739,0.00533148
0.7639517905005039,0.0028215733700684693,0.013643106166761822
1.4294683458854962,0.011901849782648978,0.03706888771638211
2.3706269486746328,0.04680554092992787,0.06526938410906431
3.5180004307605905,0.12180042623909314,0.09805928337509688
4.569270909247156,0.22521894595738026,0.1237745357663274
5.791862267098465,0.3773221654859365,0.16260066832111889
7.174872750557236,0.6042036322617098,0.22653588448615813
8.671434749016663,0.949149619484278,0.3062169856617472
10.214287999666293,1.4369401790056402,0.34710219064902553
11.746656675479196,1.9912715216513042,0.3601383980869802
13.244975406535126,2.5554797206798003,0.36016261673968847
14.699214137573657,3.103129330881084,0.33125963522704444
16.122134216991874,3.5925183539274204,0.29756515205471556
17.520852540079414,4.02146388436565,0.25644427982213963
18.90303729202618,4.383897293563563,0.2021243337223306
20.262520187528175,4.662486086423499,0.13818006910553016
21.556779687795505,4.842473961169211,0.13792947442603787
22.72875062774394,5.005156259741946,0.14427221640298116
23.753322428526648,5.1540076949322,0.15306894123040404
24.634918936359696,5.290016636307501,0.1630616440295496
25.40444329616881,5.4166206330557785,0.16717543836450385
26.112157752934273,5.536047754264876,0.167436189627708
26.81597021553893,5.655005166612482,0.16538323146840783
27.57252488178265,5.781280000332639,0.16112476522023267
28.426839636249824,5.9201349627657525,0.15551880377483476
29.403678747790057,6.073288537494572,0.15173052897201572
30.501095706293125,6.241089890014933,0.17433965031113258
31.687657613200024,6.450076313691513,0.18789882430896163
32.9389310145624,6.6879957190139265,0.22139124840901064
34.221302750575205,6.9766328415821395,0.2330155115241171
35.52038205122718,7.284938721201936,0.25255177765036674
36.82973382254144,7.6228324637482245,0.2651138693217163
38.155266383309026,7.982720934889367,0.2578269151972556
39.502443061617726,8.337966055016162,0.2645825256748833
40.864541052134385,8.70700523570495,0.3299182782086975
42.19215173724738,9.161623689466905,0.35602215525151315
43.51748246122558,9.654472033703021,0.3703967286126035
44.85579846853204,10.174166428586004,0.37418604890286306
46.213220449374504,10.707208136882178,0.37568627275130656
47.59802144731045,11.253400509183363,0.3833532156999003
49.0155746423802,11.825108369007685,0.39252802108767704
