a,b,c
-4.48423,18.2088,-20.8053
-2.43308,-3.33067e-16,-12.1654
-4.30378,25.4341,-71.131
3.58718,-23.7618,-8.24948
4.82586,-21.4851,-60.3597
1.71293,-1.11022e-16,-94.2109
