a,b,c
-1.10464,-6.3298,40.4462
1.2152,-12.6454,-11.931
-2.97303,7.81505,6.75049
3.07013,-6.31889,-74.8521
1.11703,5.97548,-88.3783
-2.68056,8.72937,-6.68215
