a,b,c
-5.34547,23.2018,-31.0732
-1.93294,1.27676e-15,-9.66472
-4.79037,26.9173,-67.3446
4.83783,-27.3411,-24.1947
6.75027,-29.9233,-85.3594
1.63878,3.33067e-16,-90.1326
