a,b,c
-1.05575,-5.4754,62.0995
0.478012,-7.9638,21.4623
-4.55209,7.29014,103.036
3.63535,-10.4032,-87.0292
2.72721,1.11022e-16,-149.997
-4.07865,9.74308,56.3515
