a,b,c
-4.35495,1.33227e-15,-21.7747
-0.563158,-7.573,-16.5836
-2.90208,7.25396,-12.3324
3.26914,-9.72472,-61.4523
2.99828,-1.41615,-45.7105
0.52716,8.14279,-40.6722
-0.586492,9.7711,-37.305
