a,b,c
-1.97854,-5.95243,-8.2263
0.539596,-8.98981,-36.1526
-2.99024,5.17924,-6.93057
2.89435,-6.00906,-49.7539
3.62563,0.397143,-58.1879
1.5612,6.84763,-48.0498
-0.460018,7.66401,-29.2604
