a,b,c
-0.67452,-4.79101,45.8212
0.400753,-6.67664,17.9934
-4.94427,9.268,98.5612
4.18607,-10.8054,-108.651
2.69075,-1.33227e-15,-147.991
-4.66368,11.7682,56.6566
