a,b,c
-2.06151,-5.89122,-7.81824
0.5296,-8.82328,-35.4829
-2.97463,5.1522,-6.89439
2.86387,-5.80687,-48.9815
3.65348,0.552987,-58.8459
1.61736,6.87612,-48.8648
-0.45769,7.62523,-29.1123
