a,b,c
-1.29382,-6.94201,46.0626
0.728972,-12.1449,-0.42004
-3.65373,6.32845,18.7218
2.77567,-4.80761,-71.9766
1.71272,7.40012,-120.541
-2.21821,6.74762,-1.61945
