a,b,c
-2.1458,3.33067e-16,-10.729
3.94891,-15.641,-50.2557
-6.42878,18.1397,3.57053
6.8326,-20.2812,-80.6181
1.67958,0.488642,-60.7117
-5.68063,18.6865,-14.3592
