a,b,c
-1.77078,-6.09432,-9.2205
0.563851,-9.3939,-37.7777
-3.04233,5.26947,-7.0513
2.98432,-6.53838,-51.9134
3.56236,-0.0187602,-56.6077
1.41201,6.76774,-45.8669
-0.465476,7.75495,-29.6076
