a,b,c
-1.88177,-5.6292,54.586
0.602507,-10.0379,-0.347169
-2.58981,5.85557,12.7934
2.81219,-4.87086,-72.9236
2.11587,6.38187,-125.467
-2.14,6.81491,-4.14111
