a,b,c
-4.79137,20.008,-24.5449
-2.23756,1.22125e-15,-11.1878
-4.42201,25.5896,-68.4702
4.04571,-24.8459,-14.7295
5.58534,-24.698,-71.0687
1.71086,-1.72085e-15,-94.0971
