a,b,c
-2.09788,2.33147e-15,-10.4894
3.62589,-14.5229,-46.5356
-6.60988,18.9049,2.60516
6.49033,-19.0652,-76.8558
1.76806,0.514384,-63.9101
-5.85929,19.4771,-16.2841
