a,b,c
-3.20645,-3.19549,75.2452
0.425374,-7.08684,-0.245104
-3.24163,5.61467,30.1971
3.22065,-5.57832,-83.5153
2.88106,3.23862,-124.533
-0.534155,8.89915,-81.1519
