a,b,c
-2.56561,-3.33067e-16,-12.8281
0.297887,-10.4488,-26.2465
-1.70394,10.1721,-22.1231
2.90381,-11.4219,-59.5656
2.47286,0.719433,-40.3065
0.542232,13.472,-63.2043
