a,b,c
-1.87287,-6.01843,-8.71704
0.55145,-9.1873,-36.9468
-3.01403,5.22046,-6.98572
2.94133,-6.26589,-50.8466
3.59715,0.193314,-57.4537
1.49081,6.80643,-47.0051
-0.462724,7.7091,-29.4325
