a,b,c
-2.84305,-3.23655,67.8374
0.441461,-7.35485,-0.254373
-3.31813,5.74717,30.9097
3.2931,-5.70382,-85.3942
2.67932,3.59372,-120.756
-0.579486,9.65439,-88.039
