a,b,c
-0.910916,-4.05779,50.4121
0.372456,-6.20521,16.7229
-5.25391,8.99675,113.158
4.80301,-11.4116,-131.753
2.72592,-8.88178e-16,-149.926
-4.7046,10.7119,71.5236
